D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_161.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_161.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_161.jpg,0,1,0,21.27372
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_232.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_232.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_232.jpg,0,1,0,21.87443
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_305.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_305.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_305.jpg,0,1,0,22.66449
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_380.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_380.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_380.jpg,0,1,0,23.44772
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_449.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_449.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_449.jpg,0,0.8169532,0,23.97094
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_517.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_517.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_517.jpg,0,0.6421801,0,24.35575
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_586.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_586.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_586.jpg,0,0.40354,0,24.66168
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_655.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_655.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_655.jpg,0,0.2253009,0,24.74106
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_724.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_724.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_724.jpg,0,0,0,24.63596
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_792.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_792.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_792.jpg,0,0,0,24.48796
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_860.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_860.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_860.jpg,0,0,0.1240245,23.98537
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_38_930.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_38_930.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_38_930.jpg,0,0,0.3045024,22.96181
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_002.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_002.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_002.jpg,0,0,0.06420597,21.6102
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_072.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_072.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_072.jpg,0,0,0,20.50851
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_146.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_146.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_146.jpg,0,0,0,20.29678
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_220.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_220.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_220.jpg,0,0,0,20.18896
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_293.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_293.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_293.jpg,0,0,0,19.71392
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_364.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_364.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_364.jpg,0,0,0,19.54652
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_435.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_435.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_435.jpg,0,0,0,19.80875
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_506.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_506.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_506.jpg,0,0,0,19.65681
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_580.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_580.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_580.jpg,0,0,0,19.50718
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_652.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_652.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_652.jpg,0,0,0,18.9519
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_724.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_724.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_724.jpg,0,0,0,18.78543
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_796.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_796.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_796.jpg,0,0,0,19.13332
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_867.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_867.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_867.jpg,0,0,0,18.98296
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_39_936.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_39_936.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_39_936.jpg,0,0,0,18.38448
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_008.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_008.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_008.jpg,0,0,0,18.22802
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_082.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_082.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_082.jpg,0,0,0,18.07329
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_153.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_153.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_153.jpg,0,0,0,18.46215
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_222.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_222.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_222.jpg,0,0,0,18.31553
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_293.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_293.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_293.jpg,0,0,0,17.69302
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_365.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_365.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_365.jpg,0,0,0,17.54347
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_437.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_437.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_437.jpg,0,0.0283845,0,17.95077
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_509.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_509.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_509.jpg,0,0.2711733,0,17.92241
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_580.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_580.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_580.jpg,0,0.5100629,0,18.14324
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_649.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_649.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_649.jpg,0,0.6933717,0,18.16559
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_720.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_720.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_720.jpg,0,0.9301248,0,18.85961
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_790.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_790.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_790.jpg,0,0.8520902,0,19.60024
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_863.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_863.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_863.jpg,0,0.6094166,0,20.15607
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_40_936.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_40_936.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_40_936.jpg,0,0.4177817,0,20.23106
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_010.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_010.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_010.jpg,0,0.1938795,0,20.31792
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_083.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_083.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_083.jpg,0,0,0,20.19451
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_156.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_156.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_156.jpg,0,0,0,20.39363
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_231.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_231.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_231.jpg,0,0,0,20.23304
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_305.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_305.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_305.jpg,0,0,0,20.07424
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_379.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_379.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_379.jpg,0,0,0,19.91775
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_452.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_452.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_452.jpg,0,0,0,19.43083
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_525.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_525.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_525.jpg,0,0,0,19.26028
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_595.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_595.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_595.jpg,0,0,0,19.53974
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_662.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_662.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_662.jpg,0,0,0,19.39307
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_732.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_732.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_732.jpg,0,0,0,18.83121
D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\center_2024_06_25_21_46_41_804.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\left_2024_06_25_21_46_41_804.jpg,D:\term1-simulator-windows\beta_simulator_windows\Datasets\IMG\right_2024_06_25_21_46_41_804.jpg,0,0,0,18.66558
